-12.05537033;-77.0413208
-12.12465668;-77.02886963
-12.13883209;-76.99530029
-12.12458801;-77.02896118
-12.02223206;-77.10638428
-12.08980179;-76.92608643
-12.02152252;-77.10623169
-12.09108734;-76.92266846
-12.07299558;-77.09785346
-12.03449872;-77.03020982
-12.12008105;-76.99520499
-12.10112256;-77.00418301
-12.12481809;-77.03361522
-12.11995518;-77.01527663
-12.11977386;-76.99523926
-12.103302;-77.04678345
-12.13144684;-77.02966309
-12.08744049;-76.92370605
-12.0702332;-76.9537277
-12.10305509;-77.03843985
-12.094908;-77.046008
-12.068517;-77.041334
-12.09751511;-77.0206604
-12.1254832;-77.0293897
-12.1254832;-77.0293897
-12.0197627;-76.9666032
-12.1287139;-77.0296191
-12.1263555;-77.0172647
-12.02225876;-77.10757446
-12.09195328;-77.02441406
-12.11825943;-77.03460693
-12.05595016;-77.07910156
-12.1321106;-77.03012085
18.98943329;-98.25964355
-12.115448;-76.97299194
-12.00590134;-77.07998657
-12.11018614;-77.03943394
-12.0922699;-77.00881958
-12.08270264;-76.93051147
-12.10729808;-77.02302184
-12.10756197;-77.02316534
-12.02214813;-77.1065979
-12.0810982;-77.0885558
-12.019468;-77.107768
-12.082208;-77.089304
-12.100734;-76.96977
-12.13543701;-77.00140381
-12.13534927;-77.00131226
-12.09698486;-77.03527832
-12.10219193;-77.03912354
-12.0934864;-77.05218047
-12.02226257;-77.109375
-12.11796188;-77.01165771
-12.10421371;-77.03884888
-12.11833572;-77.0112915
-12.11833572;-77.0112915
-12.11058426;-77.03665161
-12.13930893;-77.02893066
-12.13884735;-76.99530029
-12.13913727;-76.99572754
-12.08442688;-77.05499268
-12.12992859;-76.98178101
-12.02208328;-77.10687256
-12.02149582;-77.10546875
-12.13882828;-76.99530029
-12.07791519;-77.04779053
-12.1074027;-77.02886
-12.07870483;-77.06329346
-12.0194664;-77.10775757
-12.12027359;-77.01019287
-12.09958047;-77.05241751
-12.10056165;-77.05249026
-12.09627266;-77.04476986
-12.11098863;-77.04863962
-12.10045281;-77.05267064
-12.10063312;-77.0524963
-12.09604613;-77.0448624
-12.10014531;-77.05227166
-12.08929073;-76.97229993
-12.09769315;-77.04501394
-12.11057663;-76.98269653
-12.10066787;-77.05246042
-12.095878;-77.012335
-12.08880914;-76.99084405
-12.10610199;-77.02926636
-12.07981873;-77.03527832
-12.1337738;-77.01965332
-12.10495377;-77.03707886
-12.12754059;-76.98123169
-12.1079978;-76.9769345
-12.019468;-77.107768
-12.0951931;-77.0255448
-12.1079978;-76.9769345
-12.13070297;-77.03259277
-12.07540108;-77.1081337
-12.12781143;-77.01370239
-12.12866211;-77.0296936
-12.10877228;-77.04391479
-12.05706699;-77.06894193
-12.10041428;-77.03930664
-12.08619308;-77.05307007
-12.108619;-76.981751
-12.10300067;-76.98003575
-12.10435556;-76.98018629
-12.10503387;-76.97994995
-12.13819711;-77.03088138
-12.11133644;-76.98323261
-12.11710739;-77.00543213
-12.10471725;-76.99841309
-12.10716248;-76.99749756
-12.10580826;-77.03103638
-12.12292014;-77.04006191
-12.1043396;-76.9899292
-12.09555054;-76.98486328
-12.22138596;-76.97531128
-12.10840988;-77.04162598
-12.75759888;-76.60516357
-12.102682;-76.9211948
-12.0724411;-77.07092285
-12.019468;-77.1077669
-12.02149963;-77.11035156
-12.13102341;-77.02880859
-12.07405853;-77.03881836
-12.0988425;-76.9706896
-12.09751129;-77.0567627
-12.0970614;-77.0576814
-12.0991;-77.03475
-12.0970614;-77.0576814
-12.02250983;-77.10705444
-12.024053;-77.112036
-12.024053;-77.112036
-12.1175;-77.0430556
-12.0777778;-76.9111111
-12.0991;-77.03475
-12.185865;-77.0219019
-12.0991;-77.03475
-12.15;-77.0166667
-12.0680299;-77.0161436
-12.0777778;-76.9111111
-12.1172222;-77.0205556
-12.0702778;-77.0625
-12.0777778;-76.9111111
-12.0777778;-76.9111111
-12.08531952;-77.01419067
-12.12769318;-77.01379395
-12.10580063;-77.05108643
-12.08613968;-76.9637146
-12.07110596;-77.03582764
-12.07092667;-77.0357666
-12.02405167;-77.11203003
-12.01458359;-77.1104126
-12.11179352;-77.0357666
-12.14146423;-77.02325439
-12.12694931;-77.01290894
-12.1179657;-76.99249268
-12.02311707;-77.10559082
-12.1249782;-77.0048048
-12.09304428;-77.0562439
-12.09913635;-77.04364014
-12.14913559;-77.02264404
-12.09474182;-76.9269104
-12.09515803;-77.04007398
-12.11882782;-77.00137329
-12.1017952;-77.03051758
